,Train_idx
0,1076
1,171
2,2264
3,917
4,2189
5,1720
6,515
7,798
8,876
9,521
10,211
11,475
12,1978
13,1959
14,1656
15,1939
16,2586
17,538
18,1566
19,1766
20,970
21,675
22,1892
23,1864
24,685
25,2332
26,716
27,1033
28,726
29,1624
30,1752
31,1285
32,2097
33,1707
34,2027
35,2251
36,1504
37,1936
38,1505
39,828
40,1373
41,1412
42,2047
43,588
44,1836
45,2568
46,573
47,899
48,158
49,1502
50,2470
51,2134
52,1696
53,913
54,1126
55,564
56,2105
57,1483
58,600
59,1179
60,1090
61,121
62,2003
63,620
64,264
65,1267
66,2411
67,285
68,1256
69,560
70,1104
71,1219
72,2121
73,1994
74,2036
75,539
76,1921
77,2574
78,1350
79,2338
80,2298
81,832
82,1472
83,620
84,1834
85,730
86,2276
87,788
88,795
89,2383
90,293
91,2065
92,845
93,2406
94,2171
95,971
96,326
97,256
98,1501
99,2373
100,1356
101,1504
102,2345
103,1996
104,2016
105,2249
106,209
107,265
108,1417
109,1068
110,1908
111,1192
112,2375
113,257
114,2003
115,1842
116,389
117,877
118,2181
119,2588
120,1468
121,2234
122,1522
123,1430
124,1891
125,542
126,872
127,641
128,358
129,1505
130,1216
131,2434
132,470
133,99
134,2430
135,2512
136,300
137,2198
138,895
139,1974
140,1362
141,1584
142,406
143,438
144,1305
145,2066
146,2025
147,2008
148,999
149,434
150,1892
151,2418
152,1617
153,2461
154,1336
155,2270
156,59
157,1194
158,406
159,1204
160,1498
161,1384
162,1479
163,56
164,1455
165,559
166,573
167,1884
168,978
169,311
170,2422
171,760
172,1243
173,2114
174,14
175,195
176,861
177,2153
178,1947
179,1909
180,602
181,954
182,570
183,897
184,76
185,1871
186,1310
187,2158
188,404
189,532
190,813
191,1031
192,1209
193,1060
194,452
195,835
196,2352
197,511
198,14
199,1793
200,1440
201,942
202,1617
203,1681
204,1857
205,751
206,617
207,695
208,1449
209,1737
210,93
211,1898
212,840
213,1788
214,2432
215,1359
216,467
217,1697
218,456
219,2207
220,1874
221,215
222,1163
223,998
224,2548
225,973
226,1925
227,1016
228,2062
229,1429
230,1278
231,1618
232,1095
233,1829
234,2062
235,2425
236,1399
237,233
238,756
239,923
240,989
241,727
242,845
243,759
244,974
245,904
246,2029
247,933
248,1486
249,2433
250,1972
251,1345
252,348
253,913
254,227
255,2007
256,1701
257,660
258,2070
259,908
260,803
261,1242
262,279
263,169
264,2273
265,1025
266,2458
267,2587
268,1502
269,879
270,1590
271,945
272,334
273,2471
274,307
275,327
276,834
277,1859
278,480
279,1750
280,2307
281,1708
282,1691
283,234
284,1954
285,1896
286,997
287,1737
288,1653
289,1778
290,1906
291,137
292,1659
293,1860
294,749
295,2562
296,312
297,610
298,542
299,981
300,2217
301,2457
302,481
303,1972
304,751
305,2497
306,333
307,1540
308,353
309,2425
310,758
311,934
312,995
313,358
314,1161
315,1328
316,1770
317,802
318,109
319,1004
320,1439
321,1882
322,1517
323,822
324,2221
325,2208
326,407
327,2088
328,1153
329,1737
330,2529
331,755
332,2257
333,527
334,1987
335,454
336,643
337,2278
338,2559
339,1716
340,300
341,1655
342,1269
343,1797
344,946
345,1053
346,1000
347,170
348,555
349,762
350,1932
351,796
352,2554
353,842
354,1881
355,1084
356,2246
357,1851
358,1944
359,618
360,1092
361,948
362,1732
363,408
364,1701
365,37
366,970
367,60
368,543
369,1675
370,244
371,2134
372,749
373,605
374,2265
375,1257
376,575
377,509
378,2025
379,2368
380,1747
381,1420
382,1215
383,313
384,152
385,79
386,1695
387,2349
388,254
389,1325
390,1827
391,1590
392,1429
393,1531
394,936
395,2168
396,2537
397,1237
398,1732
399,31
400,2332
401,2431
402,1303
403,334
404,1060
405,2132
406,889
407,182
408,1465
409,422
410,85
411,794
412,748
413,160
414,220
415,2385
416,2465
417,11
418,377
419,2372
420,1026
421,1809
422,1385
423,399
424,1628
425,2525
426,165
427,2351
428,1183
429,1089
430,938
431,2044
432,74
433,1068
434,132
435,961
436,1161
437,1339
438,2168
439,739
440,1700
441,1528
442,1453
443,2285
444,1180
445,1366
446,1679
447,2390
448,1176
449,2488
450,1765
451,2367
452,1768
453,178
454,671
455,1981
456,289
457,227
458,1472
459,1326
460,2446
461,1762
462,1084
463,934
464,54
465,1609
466,1727
467,1540
468,730
469,715
470,1533
471,1746
472,1361
473,411
474,2554
475,1231
476,400
477,2502
478,41
479,2294
480,1965
481,2386
482,2126
483,1699
484,42
485,277
486,239
487,766
488,916
489,25
490,958
491,454
492,1374
493,1749
494,1807
495,1178
496,1063
497,847
498,137
499,2438
500,1614
501,1669
502,838
503,808
504,1267
505,33
506,430
507,1353
508,2567
509,1863
510,2012
511,1454
512,850
513,2082
514,29
515,2398
516,1323
517,2434
518,1805
519,1542
520,781
521,939
522,1476
523,1337
524,1608
525,958
526,473
527,758
528,109
529,2172
530,818
531,2436
532,2089
533,2096
534,1704
535,1096
536,2358
537,480
538,4
539,1150
540,2321
541,1646
542,317
543,775
544,23
545,2011
546,2191
547,1579
548,2227
549,548
550,1602
551,33
552,2502
553,1519
554,933
555,1779
556,241
557,1297
558,1198
559,2229
560,509
561,2097
562,2306
563,706
564,2615
565,410
566,641
567,1302
568,2290
569,1819
570,1699
571,2443
572,1912
573,623
574,1025
575,1265
576,985
577,1737
578,1252
579,2423
580,2316
581,885
582,1388
583,2591
584,2167
585,315
586,2164
587,1268
588,1558
589,392
590,542
591,2383
592,654
593,2216
594,2203
595,927
596,660
597,36
598,1844
599,488
600,1512
601,253
602,2488
603,1708
604,236
605,1344
606,34
607,1389
608,315
609,516
610,573
611,309
612,583
613,1822
614,160
615,2322
616,256
617,1001
618,1423
619,1173
620,2184
621,1787
622,1797
623,94
624,1795
625,1292
626,1414
627,223
628,385
629,1454
630,965
631,2004
632,2345
633,521
634,1601
635,2435
636,1171
637,2516
638,2515
639,1213
640,704
641,185
642,1077
643,884
644,753
645,657
646,1558
647,1308
648,1274
649,249
650,529
651,1331
652,1849
653,1512
654,915
655,56
656,1026
657,1153
658,443
659,1263
660,324
661,800
662,94
663,1582
664,2029
665,1953
666,1400
667,780
668,601
669,554
670,822
671,148
672,844
673,383
674,1821
675,1515
676,858
677,2461
678,832
679,527
680,1446
681,1577
682,1257
683,1008
684,2463
685,948
686,115
687,922
688,1749
689,2067
690,14
691,2025
692,2250
693,1122
694,2205
695,1494
696,2589
697,1495
698,2002
699,1087
700,283
701,1733
702,548
703,1380
704,851
705,295
706,495
707,465
708,2419
709,921
710,1621
711,2400
712,1838
713,2085
714,649
715,165
716,1171
717,1136
718,1611
719,423
720,995
721,2610
722,1682
723,2523
724,1741
725,664
726,1978
727,2089
728,1645
729,2334
730,779
731,2581
732,943
733,1691
734,2345
735,710
736,1152
737,1021
738,1640
739,1190
740,545
741,2487
742,88
743,782
744,329
745,2335
746,1527
747,1203
748,1482
749,51
750,845
751,2348
752,966
753,2596
754,1301
755,2151
756,657
757,1010
758,2347
759,2053
760,2134
761,2523
762,1292
763,2521
764,221
765,648
766,1445
767,1495
768,2142
769,661
