,Train_idx
0,921
1,1604
2,135
3,312
4,777
5,452
6,1712
7,2460
8,1683
9,28
10,2241
11,1135
12,1978
13,816
14,1356
15,1016
16,111
17,2278
18,935
19,185
20,1316
21,813
22,271
23,2300
24,784
25,449
26,945
27,2233
28,1167
29,2348
30,2454
31,842
32,540
33,1277
34,2343
35,1214
36,859
37,674
38,1379
39,1500
40,1634
41,704
42,737
43,525
44,553
45,918
46,1752
47,566
48,742
49,1827
50,149
51,2092
52,60
53,1083
54,1507
55,1971
56,1747
57,2492
58,50
59,1631
60,994
61,2535
62,416
63,561
64,803
65,945
66,656
67,416
68,2598
69,2061
70,125
71,897
72,135
73,455
74,1289
75,973
76,1734
77,1498
78,1282
79,2070
80,267
81,641
82,993
83,671
84,2159
85,512
86,1847
87,211
88,256
89,1337
90,59
91,2153
92,1839
93,1833
94,1057
95,1623
96,753
97,936
98,1044
99,2396
100,2126
101,86
102,877
103,705
104,1027
105,200
106,2240
107,776
108,483
109,1270
110,2157
111,1618
112,345
113,537
114,290
115,600
116,1895
117,1124
118,1723
119,1591
120,2065
121,2505
122,2264
123,2039
124,866
125,1933
126,1724
127,1618
128,1480
129,888
130,503
131,2182
132,109
133,1294
134,986
135,204
136,2114
137,2185
138,2611
139,375
140,1274
141,2496
142,727
143,2151
144,2432
145,2395
146,1058
147,889
148,653
149,1884
150,2155
151,1995
152,387
153,956
154,2610
155,2111
156,2572
157,156
158,1625
159,661
160,1039
161,519
162,1288
163,2275
164,1337
165,1262
166,1549
167,2040
168,2473
169,1122
170,1900
171,1341
172,2053
173,340
174,710
175,1644
176,2565
177,2557
178,1891
179,1102
180,2109
181,2399
182,1835
183,1159
184,1948
185,758
186,2417
187,1293
188,1731
189,1957
190,1457
191,1799
192,2171
193,1199
194,1500
195,1488
196,2321
197,1801
198,1771
199,412
200,1925
201,1571
202,1965
203,1919
204,1564
205,2032
206,2461
207,1820
208,2248
209,247
210,2332
211,2488
212,2403
213,1293
214,2133
215,1661
216,2413
217,2453
218,965
219,1768
220,199
221,913
222,456
223,1921
224,1070
225,1652
226,566
227,1543
228,2109
229,190
230,1923
231,961
232,1408
233,1978
234,2195
235,469
236,2290
237,1102
238,574
239,380
240,2472
241,389
242,640
243,891
244,1981
245,579
246,2098
247,1730
248,2190
249,605
250,1789
251,620
252,759
253,1158
254,2098
255,2420
256,2177
257,1442
258,577
259,1045
260,1680
261,4
262,1069
263,273
264,1720
265,478
266,1199
267,197
268,1703
269,515
270,1953
271,495
272,2203
273,168
274,52
275,2562
276,990
277,638
278,807
279,2584
280,1010
281,2218
282,1730
283,143
284,302
285,771
286,1801
287,49
288,407
289,442
290,943
291,410
292,352
293,690
294,1392
295,1087
296,1045
297,672
298,143
299,792
300,1625
301,2117
302,1905
303,1287
304,2359
305,2054
306,1321
307,433
308,1307
309,103
310,1479
311,1325
312,86
313,508
314,39
315,2076
316,2014
317,2594
318,1718
319,846
320,977
321,2009
322,162
323,349
324,1686
325,2370
326,1612
327,643
328,1813
329,1164
330,987
331,1142
332,45
333,1708
334,1317
335,131
336,521
337,518
338,1116
339,1272
340,2566
341,1986
342,1452
343,2331
344,1741
345,1478
346,1817
347,713
348,1615
349,1296
350,902
351,1033
352,177
353,515
354,299
355,2010
356,2058
357,1088
358,1696
359,1173
360,1580
361,956
362,1956
363,2140
364,759
365,1948
366,1523
367,523
368,796
369,1132
370,2558
371,2607
372,1065
373,170
374,241
375,1878
376,739
377,2113
378,2033
379,2300
380,173
381,300
382,1915
383,1737
384,1440
385,2213
386,1289
387,985
388,2239
389,1303
390,2026
391,1667
392,1383
393,1520
394,1372
395,1181
396,2175
397,205
398,1597
399,1564
400,622
401,1895
402,3
403,1608
404,2217
405,1611
406,355
407,2272
408,406
409,2379
410,1293
411,1684
412,178
413,1841
414,2343
415,2224
416,1285
417,1275
418,796
419,1771
420,1599
421,1181
422,289
423,1717
424,410
425,358
426,1606
427,462
428,2364
429,2100
430,530
431,1198
432,76
433,929
434,1603
435,2440
436,1571
437,1783
438,1200
439,1476
440,2068
441,338
442,2618
443,996
444,356
445,1379
446,533
447,803
448,2217
449,359
450,612
451,1139
452,1754
453,1569
454,1170
455,1656
456,1841
457,2528
458,1292
459,856
460,2604
461,1821
462,2412
463,1244
464,139
465,1905
466,785
467,1065
468,1207
469,362
470,202
471,2464
472,1135
473,237
474,1504
475,2270
476,1054
477,1259
478,803
479,1250
480,143
481,2235
482,606
483,435
484,385
485,1468
486,774
487,2481
488,97
489,271
490,2491
491,744
492,1133
493,1577
494,2423
495,2613
496,1565
497,2189
498,1154
499,727
500,63
501,436
502,1343
503,601
504,1545
505,2518
506,1254
507,12
508,995
509,969
510,1358
511,1125
512,1431
513,686
514,2478
515,1442
516,461
517,312
518,474
519,1242
520,408
521,461
522,475
523,1862
524,2244
525,2478
526,1607
527,1702
528,1428
529,2618
530,570
531,2021
532,2141
533,2326
534,562
535,556
536,2460
537,2140
538,2598
539,1634
540,236
541,1234
542,2128
543,2421
544,254
545,694
546,1178
547,695
548,1316
549,853
550,2485
551,1865
552,828
553,387
554,826
555,2326
556,819
557,1283
558,1776
559,1856
560,420
561,2037
562,2572
563,437
564,1072
565,2545
566,413
567,1578
568,1706
569,864
570,319
571,1680
572,2601
573,1918
574,686
575,84
576,1748
577,148
578,952
579,757
580,25
581,917
582,197
583,759
584,2403
585,1132
586,1185
587,2077
588,1709
589,1436
590,649
591,1349
592,1198
593,361
594,1353
595,1480
596,584
597,1341
598,481
599,1084
600,1023
601,2458
602,2375
603,71
604,1556
605,1120
606,544
607,80
608,2358
609,2515
610,1992
611,1680
612,774
613,1946
614,2266
615,1537
616,2495
617,1669
618,934
619,1819
620,736
621,43
622,1643
623,1952
624,1138
625,1968
626,263
627,515
628,791
629,1305
630,2133
631,2021
632,669
633,1311
634,241
635,1078
636,2096
637,549
638,1667
639,2611
640,1929
641,1775
642,585
643,1817
644,787
645,1282
646,1698
647,657
648,2108
649,327
650,279
651,884
652,1993
653,1031
654,2117
655,1631
656,1075
657,1420
658,2018
659,700
660,1162
661,1094
662,1440
663,1169
664,2622
665,483
666,789
667,2482
668,1369
669,1666
670,374
671,1043
672,1548
673,2531
674,514
675,526
676,1436
677,1035
678,1810
679,235
680,283
681,169
682,2199
683,935
684,2148
685,1168
686,1422
687,879
688,1233
689,2616
690,623
691,539
692,1789
693,1743
694,2506
695,1123
696,1729
697,1659
698,348
699,961
700,375
701,1421
702,407
703,1084
704,1473
705,720
706,997
707,1976
708,1289
709,1428
710,937
711,1444
712,1992
713,554
714,772
715,2411
716,114
717,534
718,362
719,1092
720,1283
721,1274
722,1367
723,1780
724,2213
725,700
726,1721
727,621
728,2280
729,2022
730,1741
731,2013
732,783
733,730
734,2344
735,1970
736,989
737,990
738,593
739,1657
740,198
741,763
742,1285
743,2130
744,2501
745,2500
746,500
747,752
748,62
749,689
750,967
751,1661
752,2433
753,2467
754,1533
755,931
756,2420
757,743
758,1351
759,1260
760,1295
761,1352
762,780
763,2252
764,1426
765,2518
766,1935
767,93
768,17
769,948
770,1524
771,2358
772,213
773,245
774,1399
775,508
776,2593
777,2573
778,447
779,1393
780,1807
781,28
782,118
783,1403
784,867
785,2187
786,907
787,1472
788,1869
789,265
790,2207
791,432
792,1230
793,1227
794,2123
795,1887
796,2592
797,1793
798,958
799,2571
800,1410
801,2195
802,589
803,808
804,1346
805,974
806,1088
807,130
808,2572
809,1557
810,750
811,495
812,429
813,2399
814,681
815,2542
816,1402
817,1793
818,1491
819,864
820,791
821,1576
822,2180
823,777
824,151
825,2010
826,2038
827,837
828,178
829,2005
830,2293
831,2170
832,2466
833,630
834,1220
835,752
836,679
837,976
838,1347
839,784
840,1389
841,2491
842,1791
843,624
844,662
845,2139
846,1434
847,198
848,2380
849,1762
850,1657
851,479
852,711
853,1358
854,2406
855,2405
856,1380
857,471
858,1798
859,1080
860,1205
861,369
862,1124
863,679
864,1729
865,1270
866,1997
867,1964
868,258
869,1708
870,909
871,1295
872,864
873,819
874,595
875,15
876,1995
877,1926
878,2424
879,1600
880,1681
881,2080
882,661
883,1788
884,1063
885,2279
886,1655
887,743
888,256
889,2055
890,1647
891,1795
892,113
893,966
894,1278
895,1923
896,708
897,881
898,2461
899,632
900,1467
901,2299
902,1742
903,2159
904,1294
905,856
906,1228
907,1318
908,634
909,1245
910,2203
911,2017
912,950
913,554
914,1415
915,1367
916,1962
917,108
918,1419
919,746
920,1846
921,1316
922,2391
923,2386
924,1881
925,2424
926,100
927,1748
928,1487
929,887
930,2168
931,233
932,319
933,524
934,1844
935,832
936,628
937,1558
938,2232
939,44
940,470
941,1933
942,1243
943,1787
944,1385
945,1723
946,1189
947,1810
948,1742
949,1295
950,878
951,1617
952,755
953,1161
954,2171
955,593
956,892
957,338
958,1547
959,1998
960,1118
961,1167
962,1119
963,2419
964,629
965,447
966,880
967,1583
968,2136
969,961
970,2514
971,1007
972,856
973,2280
974,988
975,759
976,2396
977,1174
978,1012
979,1753
980,1511
981,1756
982,2181
983,920
984,30
985,1595
986,1345
987,135
988,192
989,406
990,2623
991,1171
992,108
993,1188
994,1988
995,1544
996,2244
997,309
998,1890
999,1537
1000,2274
1001,2020
1002,453
1003,2249
1004,465
1005,1778
1006,1688
1007,410
1008,1156
1009,1025
1010,1816
1011,601
1012,536
1013,897
1014,662
