,Train_idx
0,1341
1,1040
2,425
3,2036
4,1472
5,2151
6,769
7,672
8,1424
9,1530
10,540
11,2552
12,2078
13,1869
14,1419
15,1998
16,1693
17,1905
18,492
19,1210
20,2181
21,1973
22,1191
23,91
24,1225
25,2348
26,146
27,1630
28,1089
29,854
30,389
31,381
32,1993
33,358
34,1113
35,2110
36,2209
37,2589
38,2450
39,2203
40,2521
41,1062
42,110
43,1003
44,405
45,1613
46,257
47,171
48,34
49,1608
50,1579
51,1235
52,1116
53,2012
54,1706
55,2370
56,866
57,343
58,71
59,977
60,674
61,2125
62,846
63,1322
64,585
65,2066
66,1051
67,636
68,877
69,1402
70,1886
71,242
72,2025
73,566
74,2264
75,699
76,1005
77,812
78,2014
79,835
80,1224
81,620
82,2097
83,983
84,1083
85,1378
86,2148
87,1768
88,17
89,2393
90,2233
91,2302
92,780
93,2591
94,58
95,1267
96,1724
97,511
98,1127
99,387
100,1684
101,447
102,1137
103,1302
104,163
105,1994
106,1924
107,1896
108,2226
109,1351
110,2120
111,2591
112,1208
113,2027
114,74
115,108
116,353
117,1990
118,749
119,1747
120,2085
121,2466
122,1912
123,394
124,2420
125,1907
126,1096
127,1780
128,1687
129,482
130,2254
131,2276
132,1911
133,445
134,463
135,2281
136,1484
137,868
138,2245
139,1853
140,2187
141,304
142,518
143,941
144,927
145,701
146,1046
147,1445
148,497
149,953
150,152
151,565
152,1592
153,181
154,570
155,1327
156,1933
157,28
158,325
159,738
160,1602
161,1841
162,2474
163,726
164,2069
165,2259
166,573
167,428
168,2379
169,1480
170,655
171,2350
172,2449
173,1041
174,358
175,1242
176,2535
177,1530
178,1267
179,338
180,406
181,596
182,1301
183,2230
184,365
185,1712
186,42
187,2154
188,1677
189,683
190,624
191,484
192,1144
193,683
194,721
195,1910
196,1926
197,1054
198,1744
199,877
200,369
201,1187
202,478
203,2122
204,2439
205,2467
206,1071
207,533
208,220
209,1042
210,375
211,1279
212,2338
213,2505
214,1413
215,1580
216,732
217,1347
218,150
219,1769
220,39
221,950
222,1906
223,213
224,1270
225,611
226,1169
227,2500
228,345
229,1168
230,1977
231,2155
232,542
233,179
234,2419
235,1746
236,12
237,44
238,327
239,770
240,1951
241,1601
242,1401
243,916
244,431
245,1888
246,1769
247,634
248,1352
249,910
250,1244
251,1175
252,51
253,1129
254,1822
255,1494
256,1284
257,880
258,814
259,1401
260,2213
261,990
262,718
263,2346
264,1343
265,539
266,1485
267,1310
268,2489
269,1349
270,2421
271,1816
272,1581
273,1552
274,1554
275,541
276,643
277,1064
278,205
279,522
280,595
281,60
282,2110
283,65
284,2312
285,2588
286,239
287,1814
288,2332
289,1007
290,164
291,592
292,349
293,107
294,1629
295,673
296,240
297,2191
298,1502
299,2123
300,27
301,446
302,1645
303,907
304,148
305,821
306,2575
307,1977
308,11
309,1930
310,2263
311,937
312,1075
313,799
314,778
315,875
316,1084
317,358
318,1408
319,677
320,1243
321,223
322,556
323,267
324,1616
325,875
326,241
327,1546
328,1877
329,393
330,2387
331,2592
332,1516
333,678
334,1104
335,614
336,2105
337,1694
338,1634
339,21
340,1132
341,2284
342,55
343,2399
344,1837
345,2282
346,2306
347,1091
348,2513
349,190
350,154
351,544
352,1156
353,923
354,1249
355,1232
356,1740
357,2210
358,1150
359,2092
360,2379
361,2560
362,1114
363,1572
364,731
365,2431
366,2222
367,855
368,1643
369,1596
370,595
371,994
372,2170
373,1475
374,1220
375,128
376,600
377,617
378,1583
379,2274
380,400
381,1141
382,392
383,1330
384,2450
385,1971
386,302
387,681
388,968
389,1962
390,1673
391,2275
392,1429
393,1567
394,967
395,631
396,798
397,2401
398,1454
399,1030
400,1327
401,747
402,2435
403,1405
404,147
405,512
406,871
407,1971
408,760
409,119
410,576
411,1807
412,2271
413,2472
414,1660
415,2513
416,1915
417,1478
418,808
419,2299
420,326
421,1844
422,2217
423,764
424,1845
425,913
426,333
427,716
428,435
429,939
430,1320
431,1488
432,1551
433,1007
434,908
435,364
436,594
437,173
438,943
439,929
440,286
441,806
442,1985
443,186
444,200
445,420
446,608
447,1818
448,1421
449,1784
450,304
451,274
452,277
453,1568
454,549
455,1649
456,470
457,1513
458,420
459,1467
460,2538
461,961
462,2597
463,1068
464,1322
465,598
466,591
467,1626
468,11
469,1576
470,843
471,2126
472,1880
473,1933
474,55
475,1462
476,2580
477,148
478,703
479,694
480,106
481,2448
482,64
483,321
484,1728
485,790
486,867
487,1803
488,2328
489,2566
490,2281
491,144
492,2550
493,1863
494,1038
495,2548
496,2457
497,2230
498,1010
499,1319
500,100
501,504
502,796
503,479
504,965
505,714
506,1466
507,1769
508,1396
509,2449
510,1043
511,550
512,1652
513,1268
514,1194
515,1106
516,1265
517,1581
518,2441
519,724
520,1549
521,815
522,2336
523,1832
524,2479
525,495
526,2025
527,1852
528,1426
